CD20	CD24	CD27	CD38	IgD	id
12926	1657	829	1042	2867	1393	1
12927	1445	602	440	2791	1386	1
12928	1071	810	737	2798	1251	1
12929	1112	427	477	2776	1565	1
12932	2978	1654	1	2056	1330	2
12935	3089	615	1	2089	1731	2
12944	1233	675	772	1887	972	1
12947	1732	729	481	2792	1482	1
12950	1460	535	481	2621	1409	1
12951	2941	666	1	2030	1654	2
12953	2575	1733	1	2245	1766	2
12954	1396	753	588	2612	1601	1
12956	1607	549	905	2897	1509	1
12957	1034	449	938	2829	1363	1
12958	1197	654	606	2479	1588	1
12959	1616	749	1432	2369	1448	1
12960	3314	1426	1	2152	1327	2
12961	3120	1454	1	1945	1630	2
12964	1587	413	654	2849	1363	1
12966	3252	1367	1	1957	1592	2
12970	1366	463	795	3194	1410	1
12971	1493	623	1534	3157	1429	1
12974	950	481	756	1754	1395	1
12975	1795	522	753	2287	1511	1
12978	1220	468	449	3016	1463	1
12979	1657	814	1287	2421	1636	1
12981	1303	477	490	2942	1409	1
12982	1437	588	440	2909	1012	1
12983	3109	1412	1	2298	1672	2
12984	1045	623	989	2921	1246	1
12986	1354	791	549	2145	1439	1
12987	3187	1091	1	2289	1710	2
12990	3093	1444	1	2203	1528	2
12991	3065	986	324	1936	1981	2
12992	3144	1147	49	2115	1729	2
12993	2950	1568	481	2012	1474	2
12994	1105	360	499	3100	1435	1
12997	878	540	490	2987	1522	1
12999	3377	1513	1	2514	1882	2
13000	1105	776	615	2829	1602	1
13006	764	704	1478	1989	1428	1
13007	1220	606	571	2459	1497	1
13009	3298	1693	1	2354	2090	2
13010	3219	571	179	1216	2013	2
13012	1050	593	346	3138	1418	1
13013	3288	1603	208	2166	2032	2
13014	2970	1635	71	1906	1525	2
13015	1068	468	1112	2871	1399	1
13017	3362	1620	75	696	1571	2
13018	806	658	683	2132	1648	1
13019	1307	606	1316	2221	1389	1
13020	1630	508	712	2729	1522	1
13023	1284	749	666	2785	1661	1
13027	840	566	342	2703	1222	1
13028	3066	1176	1	2265	1857	2
13033	1577	508	878	3084	1378	1
13034	1281	666	737	3194	1305	1
13036	2645	517	138	1840	1437	2
13037	3086	1122	1	2250	1565	2
13038	1419	593	854	2559	1663	1
13039	1424	615	1344	2285	1474	1
13040	1611	597	440	2565	1732	1
13041	3216	1470	463	1531	1843	2
13042	1460	472	2138	2096	1438	1
13043	1	436	3064	3109	1671	1
13044	1207	662	962	2955	1458	1
13046	1502	535	580	2938	1441	1
13047	3088	1382	170	1826	1279	2
13048	1393	549	666	2509	1524	1
13049	3081	1374	1	2334	1341	2
13050	3174	868	1	2113	1330	2
13053	868	431	632	1600	1557	1
13055	1157	575	666	2401	1473	1
13061	1389	571	649	2746	1573	1
13063	3435	1597	1	1185	1647	2
13064	1664	526	1308	2280	1337	1
13065	641	658	513	2267	1611	1
13066	1678	459	179	2990	1267	1
13068	947	580	641	2653	1437	1
13069	1493	526	328	2838	1287	1
13071	3131	1840	1	2041	1785	2
13072	3278	959	1	1989	1564	2
13074	3215	1133	8	1730	1496	2
13076	1166	641	575	2572	1524	1
13077	1131	649	311	2471	1456	1
13079	1756	522	75	2518	1357	1
13081	1091	575	768	1792	1575	1
13083	1032	645	337	2945	1641	1
13085	1638	540	632	2711	1829	1
13086	1185	799	1246	2831	1464	1
13087	3126	1486	1	1994	1715	2
13088	1517	575	575	2525	1403	1
13090	1408	628	683	2836	1697	1
13091	2920	1279	1	2176	1675	2
13092	857	571	1012	2810	1305	1
13094	1504	517	531	2448	1600	1
13095	2972	1855	263	2107	1620	2
13098	3119	756	49	2019	1563	2
13101	1426	499	311	2779	1262	1
13103	2927	1856	553	2081	1713	2
13105	3300	1554	106	1183	1178	2
13110	1489	760	749	3078	1330	1
13111	3135	938	1	2261	1977	2
13113	1249	619	272	2849	1357	1
13114	1452	404	716	2877	1518	1
13119	1441	716	687	2712	1699	1
13120	1037	597	864	2430	1490	1
13123	1076	892	772	2117	1686	1
13125	3218	1135	1	2078	1513	2
13126	1354	749	584	2975	1558	1
13131	799	463	623	2286	1212	1
13139	3294	1174	1	1891	1269	2
13142	3026	1244	1	1710	1321	2
13144	3112	1350	1	1986	1589	2
13145	814	418	242	2695	1244	1
13146	3077	1201	628	2246	1561	2
13147	1478	679	183	2640	1424	1
13148	1354	636	477	2602	1451	1
13149	1147	382	597	2866	1544	1
13150	998	373	328	2160	1244	1
13151	1498	531	602	2145	1487	1
13152	1692	610	753	1729	1454	1
13154	2484	666	233	1458	799	2
13155	1209	753	1135	2587	1556	1
13158	1450	1073	1574	2279	1673	1
13161	1269	597	628	1720	1383	1
13163	1061	481	662	2435	1745	1
13164	1343	522	636	1632	1486	1
13165	1770	490	229	2577	1430	1
13166	1226	337	654	2278	1061	1
13167	2288	1356	130	1900	1464	2
13168	1178	632	675	1968	1618	1
13169	1425	1442	204	1806	1779	1
13170	3182	1580	386	772	1792	2
13176	3057	1873	289	2243	1487	2
13179	1042	413	799	2206	1379	1
13180	1394	364	540	2664	1602	1
13184	2918	1191	130	1880	1558	2
13185	899	615	1004	2524	1463	1
13188	3219	1346	1	1996	1789	2
13190	1602	400	1982	2923	1453	1
13192	1595	557	522	2487	1450	1
13193	1523	580	692	2669	1393	1
13195	810	351	431	3113	1144	1
13196	1491	662	1055	2447	1557	1
13200	3138	1707	191	2308	1331	2
13208	1517	593	566	3074	1431	1
13209	2539	1722	337	2056	1717	2
13210	878	768	700	2427	1685	1
13213	3043	1470	373	2263	1800	2
13214	3308	1971	1	885	1571	2
13215	1119	463	597	1897	1400	1
13216	1336	980	1269	2010	1614	1
13218	1481	768	1191	2769	1571	1
13219	1612	708	395	2207	1716	1
13223	1686	472	454	2779	1778	1
13226	1634	526	575	2869	1333	1
13227	956	566	422	1731	1562	1
13228	1164	431	580	3057	1499	1
13229	2834	912	1	1559	1602	2
13231	1537	395	468	3177	1353	1
13235	3129	1321	289	2045	1837	2
13237	1652	562	436	1753	1486	1
13242	3270	311	1	360	1780	2
13243	2408	49	3297	3620	1851	1
13244	1101	619	814	2387	1396	1
13245	885	588	1357	2861	1484	1
13251	784	440	832	2358	1472	1
13254	3084	1129	267	2124	1403	2
13255	1311	696	760	2577	1557	1
13257	1172	373	342	2272	1272	1
13258	662	675	324	2404	1525	1
13259	814	449	562	1742	1400	1
13260	1638	454	553	3036	1393	1
13261	821	687	436	2341	1581	1
13262	909	436	2013	2655	1595	1
13263	2942	965	1	2120	1550	2
13265	3104	562	4	2698	1513	2
13267	1088	597	658	2779	1377	1
13270	854	619	658	2499	1661	1
13271	764	679	553	2398	1462	1
13273	1083	658	477	2769	1531	1
13275	1452	454	391	3051	1432	1
13276	1561	544	431	2760	1555	1
13281	1426	504	915	2637	1248	1
13283	1214	593	553	3266	1550	1
13284	3071	950	1	892	1736	2
13285	3133	1341	1	2278	1586	2
13286	1404	454	864	2011	1321	1
13289	1026	463	2565	2661	683	1
13290	1405	696	272	3174	1378	1
13291	708	495	584	1989	1542	1
13295	3354	1497	1	1845	1694	2
13300	3298	1228	1	2334	1756	2
13302	1007	495	553	2906	1514	1
13303	1414	463	1702	2257	1634	1
13304	931	431	619	2058	1140	1
13305	3232	1557	1	2168	1559	2
13306	1631	615	636	2719	1359	1
13308	1647	342	889	2042	1037	1
13309	2967	1763	1	2170	1462	2
13311	1688	463	909	2775	1475	1
13312	1078	687	1425	3288	1634	1
13313	1407	522	791	2688	1603	1
13314	1409	499	791	2973	1600	1
13315	1055	628	683	2611	1249	1
13317	3315	1330	553	1982	1975	2
13318	3483	2493	30	972	1635	2
13319	2944	641	328	1708	1144	2
13320	1452	610	1164	2311	1434	1
13322	3244	1647	328	1959	1805	2
13323	3149	1763	1	1912	1604	2
13324	2435	864	250	1830	1683	2
13328	3216	1756	34	1683	1272	2
13329	1587	662	549	1807	1246	1
13332	1226	531	658	3043	1674	1
13333	3304	1514	1	2375	1563	2
13336	1257	645	1199	2713	1587	1
13338	1370	615	799	2592	1623	1
13339	1652	557	440	2677	1442	1
13342	2732	1611	263	931	1983	2
13343	1426	619	868	2470	1834	1
13344	2944	1525	45	2137	1596	2
13346	2919	1580	1	1913	1935	2
13348	1053	413	818	2125	1514	1
13351	3204	2384	1	2035	989	2
13354	1706	745	610	3009	1513	1
13356	1093	658	2052	2715	1370	1
13360	1573	513	2434	2709	1294	1
13362	1526	791	1168	2604	1729	1
13363	1209	553	836	2001	1513	1
13364	3205	1176	106	2227	1780	2
13365	1229	571	780	1592	1576	1
13370	969	531	481	2457	1377	1
13371	1224	606	861	3056	1657	1
13372	1357	513	720	2576	1663	1
13373	2988	1863	52	2362	2021	2
13374	1420	632	1370	2344	1630	1
13375	1195	531	557	2030	1423	1
13376	944	760	606	2351	1758	1
13377	2188	1595	1783	2340	2076	1
13379	1333	814	825	2787	1224	1
13383	1353	623	571	2337	1551	1
13384	3242	1699	15	293	400	2
13385	3435	654	1	1778	1586	2
13386	1580	840	311	2669	1566	1
13388	1707	575	1088	2705	1497	1
13389	3257	1570	1	2262	1699	2
13390	1157	413	741	1426	1545	1
13391	909	346	1591	3019	1473	1
13392	1066	431	918	3036	1214	1
13394	2899	1361	126	1898	1488	2
13395	1422	980	977	2245	1582	1
13396	1422	445	413	2729	1246	1
13397	1157	662	931	2505	1622	1
13399	950	557	463	1986	1339	1
13404	1201	499	998	2073	1484	1
13405	3301	2048	1	2240	1979	2
13406	1098	658	597	2312	1414	1
13407	1151	517	504	1415	1412	1
13409	810	481	1598	2839	1361	1
13412	1235	499	477	2073	1450	1
13413	1144	526	522	1636	1382	1
13416	1423	636	459	2949	1601	1
13417	2859	645	98	1832	2029	2
13421	1507	440	810	2931	1514	1
13422	3098	1604	418	1875	1444	2
13424	1004	696	1404	2467	1806	1
13426	909	619	373	2693	1527	1
13427	3456	1647	1	1991	2271	2
13429	1378	544	928	2119	1606	1
13431	2855	1717	427	1133	1677	2
13432	1195	404	486	1782	1415	1
13433	1115	298	2331	2891	1321	1
13435	3142	768	102	1864	1599	2
13440	1262	333	889	2668	1431	1
13441	3159	795	199	1983	1282	2
13442	1063	632	1383	2418	1512	1
13443	1034	513	882	2995	1496	1
13445	1628	675	965	3153	1716	1
13447	1162	610	522	2907	1534	1
13451	1402	729	764	2334	1446	1
13452	1354	391	760	2152	1555	1
13453	1142	610	931	1048	1614	1
13454	3400	1736	1	645	1817	2
13456	1529	788	1363	2644	1587	1
13457	1251	472	571	2816	1385	1
13458	1289	619	1689	3073	1540	1
13459	3212	1299	1	2482	1690	2
13460	795	463	566	1793	1542	1
13463	3201	1514	1	2086	1386	2
13467	3102	1004	1	2108	1574	2
13469	1349	615	468	2637	1672	1
13477	3079	2045	1	1700	1647	2
13478	1222	696	544	2600	1588	1
13481	2701	1700	571	2201	1735	2
13482	2979	1381	1	2129	1317	2
13484	1643	495	1018	2508	1354	1
13486	1415	540	1189	2194	1740	1
13487	2573	557	187	1040	1412	2
13488	1189	632	346	2999	1437	1
13490	1562	749	623	2577	1675	1
13492	3188	1378	377	1974	1808	2
13494	2793	1700	1	1839	1686	2
13495	675	704	1061	2546	1747	1
13500	1218	679	1001	2972	1459	1
13503	1591	454	737	2726	1673	1
13504	1138	382	454	2089	1672	1
13507	3071	1527	571	2045	1661	2
13509	1462	481	220	2000	1502	1
13511	1607	504	490	2627	1592	1
13512	1076	481	692	2625	1422	1
13513	1325	504	675	2283	1591	1
13515	1260	795	892	3077	1383	1
13517	3088	1586	1	2288	1593	2
13519	934	477	557	2360	1445	1
13520	3074	1508	760	2254	1570	2
13521	3255	1297	1	2492	1948	2
13524	975	562	795	2636	1449	1
13526	1286	373	454	2661	1284	1
13527	956	540	566	3130	1511	1
13528	1398	712	166	2880	1582	1
13532	857	666	531	2080	1267	1
13533	1276	602	1042	2879	1497	1
13534	696	683	557	2350	854	1
13540	1621	760	1170	2446	1536	1
13543	2942	1160	98	1984	1438	2
13545	1375	745	1073	2226	1452	1
13546	2951	1965	126	2260	1361	2
13549	2789	2216	575	2196	1352	2
13550	1625	602	1098	2215	1274	1
13551	1222	272	575	2216	1395	1
13552	3128	1593	30	2642	1284	2
13554	1287	449	267	2418	1216	1
13555	1533	871	1474	2539	1525	1
13556	1257	544	892	3105	1521	1
13557	3298	1443	306	2379	2072	2
13561	1533	293	1053	2683	1168	1
13562	3025	1473	328	2006	1582	2
13563	1144	597	522	2357	1244	1
13565	1535	431	1814	2151	1434	1
13566	2917	944	1	1303	1673	2
13569	3322	1478	1	2160	1846	2
13570	768	632	708	2261	1431	1
13573	3212	902	263	1745	1538	2
13574	1207	737	753	2005	1606	1
13577	1319	293	2097	2433	1321	1
13578	1297	588	386	2906	983	1
13580	3122	1721	733	2353	1942	2
13581	1393	623	333	2314	1506	1
13583	1370	315	1284	3040	1449	1
13586	2940	1197	1	1716	1507	2
13587	1314	814	1160	2152	1598	1
13589	1460	806	1172	2588	1496	1
13591	1103	575	679	2549	1461	1
13593	1558	395	615	2568	1400	1
13594	1112	522	535	1507	1478	1
13595	3383	2317	575	1986	1800	2
13596	1454	716	1055	2825	1753	1
13597	1187	584	517	2276	1588	1
13599	1564	342	553	2756	1475	1
13607	1131	628	2414	2378	1603	1
13610	1500	636	1431	2503	1753	1
13611	1	183	3024	3331	1943	1
13612	1364	580	1040	2785	814	1
13615	1061	459	753	2617	1147	1
13617	1412	522	909	2296	1600	1
13623	1437	562	1122	2578	1708	1
13625	1337	671	724	2597	1702	1
13627	1391	615	549	2373	1324	1
13628	3026	1714	83	179	1570	2
13630	2898	1626	280	1784	1535	2
13632	1508	499	531	3150	1558	1
13634	3245	2032	199	741	1778	2
13635	1399	571	806	2641	1564	1
13638	3333	1584	645	2557	1898	2
13640	3279	1681	1	1697	1733	2
13642	1040	708	404	2932	1471	1
13644	1723	825	276	2722	1646	1
13647	1386	628	254	2645	1487	1
13648	1210	540	602	1748	1390	1
13649	938	671	610	2359	1487	1
13650	1368	741	868	2227	1611	1
13652	1495	531	1174	3106	1378	1
13654	1048	499	1086	2512	1487	1
13655	1436	486	649	2641	1528	1
13656	1654	593	463	3086	1088	1
13658	1491	571	934	2474	1337	1
13661	1356	615	1083	2716	1520	1
13663	1176	562	170	2642	1491	1
13664	925	641	780	2703	1456	1
13665	871	615	553	1457	1574	1
13667	1023	575	2019	2415	1319	1
13668	1644	580	772	3095	1517	1
13670	3146	1364	216	2087	1829	2
13671	1513	588	1457	2879	1469	1
13677	3175	989	45	1996	1571	2
13678	1270	531	836	1558	1520	1
13679	1396	692	495	2904	1608	1
13680	1260	377	700	2974	1410	1
13682	1330	311	531	2365	1564	1
13683	1076	495	768	3026	1722	1
13686	1482	522	749	2721	1420	1
13688	3270	1579	1	2501	1796	2
13693	3276	1640	1	2200	1926	2
13694	878	868	889	2196	1521	1
13696	1631	780	950	3220	1528	1
13697	1609	671	549	2696	1485	1
13702	776	490	679	2080	1374	1
13705	922	486	522	2665	1267	1
13708	821	490	720	1940	1439	1
13715	965	588	1133	2619	1582	1
13716	1605	477	1799	2673	1785	1
13719	720	902	1105	2815	1726	1
13720	1131	540	666	2041	1209	1
13725	1183	553	704	2211	1672	1
13729	1347	486	749	2282	1528	1
13730	1451	522	490	2862	821	1
13732	1276	1195	477	1854	1381	1
13733	1673	440	619	2978	1377	1
13734	1514	745	1825	3082	1363	1
13740	1644	636	549	2853	1514	1
13742	1246	351	696	2723	1426	1
13743	1504	302	619	2671	1274	1
13744	1381	302	499	2385	1354	1
13746	1229	654	675	2380	1414	1
13752	3323	2514	1	1506	1359	2
13757	1249	431	597	1825	1415	1
13761	1153	610	619	2214	1366	1
13764	1122	481	166	2846	1531	1
13765	1420	745	619	2680	1514	1
13766	1412	562	431	2403	1257	1
13767	3083	1890	259	1176	1480	2
13769	3045	1597	187	2421	1662	2
13770	1032	566	899	2459	1431	1
13771	840	658	829	2573	1262	1
13773	1485	720	1282	2243	2019	1
13776	1274	535	531	2909	1577	1
13777	1536	641	386	2886	1292	1
13778	1662	692	553	2562	1480	1
13779	1497	847	662	3164	1313	1
13782	1032	391	342	3090	1297	1
13783	1631	364	544	3010	1518	1
13785	829	641	418	2376	1553	1
13789	3139	1409	1	2515	1474	2
13791	1170	683	788	3063	1459	1
13792	1178	504	619	2543	1325	1
13800	2910	1166	1	2170	1873	2
13801	1050	346	2626	1170	1414	1
13802	1656	772	885	2751	1600	1
13803	1486	795	720	2694	1660	1
13804	1367	463	854	2862	1520	1
13809	3076	1510	1	696	1636	2
13810	1314	649	351	2668	1663	1
13813	1589	293	418	2444	1505	1
13814	895	737	584	2122	1630	1
13818	1366	780	1559	2751	1652	1
13821	3205	1634	1	1	1829	2
13822	2906	658	30	1796	1557	2
13823	1231	658	454	2941	1553	1
13825	3128	1307	79	2316	1709	2
13828	1480	593	522	2833	1426	1
13830	3202	1553	195	1939	1940	2
13831	1759	780	649	2901	1511	1
13832	1661	526	481	2628	1282	1
13834	1083	654	562	2082	1395	1
13835	1367	557	571	2691	1187	1
13836	1554	233	1895	2004	1157	1
13838	1533	623	508	2712	1487	1
13844	821	486	382	3014	1048	1
13845	1244	382	687	2635	912	1
13846	1214	683	733	1910	1471	1
13847	2615	504	1	1888	1691	2
13848	3308	1622	1	2097	1721	2
13849	1328	418	499	3009	975	1
13850	1788	756	355	3276	1214	1
13851	1419	549	468	2664	1483	1
13852	1678	632	566	2687	1636	1
13854	995	427	756	2640	1331	1
13858	1618	760	899	2766	1381	1
13860	1337	593	821	2052	1374	1
13862	3144	1366	1	2218	1479	2
13863	3200	1824	593	2030	1958	2
13864	3039	2256	142	2060	1601	2
13865	1607	436	821	2339	1387	1
13868	1383	508	980	3097	1523	1
13869	3082	1585	276	1968	1641	2
13873	1518	749	597	2691	1408	1
13874	1373	700	671	2930	1540	1
13876	1526	553	418	3194	1333	1
13877	1457	526	1682	3055	1647	1
13878	1387	641	562	2493	1229	1
13881	3252	1446	126	1834	1720	2
13882	3180	1460	1	2325	1877	2
13884	1674	386	302	2739	1485	1
13885	1579	242	597	2928	1162	1
13887	3186	628	276	1754	1459	2
13888	1466	513	233	2530	1524	1
13889	3182	1608	208	1674	1480	2
13890	1197	692	1354	2706	1463	1
13892	1294	641	468	2830	1424	1
13893	1449	436	540	2433	1553	1
13896	3193	1615	293	2399	1603	2
13900	1618	683	386	3023	1657	1
13902	3139	1633	588	2341	1795	2
13904	1272	602	557	2179	1387	1
13906	1166	413	645	1725	1545	1
13908	892	615	495	2170	1725	1
13911	2946	1926	427	2266	2149	2
13913	1218	463	623	1581	1548	1
13916	1216	597	588	2220	1580	1
13918	959	499	391	2961	1716	1
13925	1418	619	832	2380	1328	1
13926	3245	1021	1	1966	1862	2
13928	1438	795	459	2545	1624	1
13929	1428	535	1265	2538	1728	1
13930	1	418	3009	3651	1633	1
13931	1115	566	745	2836	1395	1
13932	1199	649	459	2818	1413	1
13933	1073	878	950	2625	1637	1
13935	1343	641	791	3224	1409	1
13936	2816	1490	126	2190	1720	2
13939	1201	436	788	2520	1550	1
13941	3164	1736	280	1848	1873	2
13942	1091	654	413	2062	1441	1
13943	780	315	333	2345	1476	1
13944	3011	1330	373	2294	1674	2
13945	1287	557	472	2016	1452	1
13948	1468	440	289	2223	1572	1
13949	2986	1559	459	2028	1933	2
13950	1461	885	1638	2666	1724	1
13951	1637	687	1	3421	1590	1
13952	2999	1289	1	1986	1553	2
13953	1284	540	918	2597	1460	1
13955	947	566	508	2195	1531	1
13956	1367	671	615	2734	1600	1
13957	1424	692	679	2449	1469	1
13960	1583	566	989	2196	1531	1
13962	1495	431	623	2161	1409	1
13964	962	588	768	2352	1439	1
13969	1297	431	355	2403	1720	1
13971	3273	1220	1	2657	1058	2
13973	1226	641	1987	2188	1523	1
13975	3233	1587	1	2439	1783	2
13977	1611	588	675	2620	1580	1
13978	3260	1470	1	986	1621	2
13979	1314	490	989	2716	1649	1
13980	2885	1279	225	2303	1479	2
13981	1066	791	306	3150	1680	1
13982	1108	716	495	2988	1666	1
13984	892	490	2221	2565	1224	1
13985	1654	490	571	2830	1534	1
13986	1409	526	575	2252	1462	1
13989	1207	615	1274	3057	1642	1
13990	3525	636	1	2244	1875	2
13991	799	597	882	2379	1462	1
13992	992	566	814	2108	1572	1
13994	1926	220	3246	3417	1615	1
13997	3086	1012	1	2371	1759	2
14001	1262	418	418	3035	1619	1
14003	2765	454	293	1511	1562	2
14005	2751	1007	1	2008	1584	2
14007	1557	593	445	2907	1311	1
14008	1209	645	486	1681	1393	1
14011	1544	526	628	2690	1650	1
14017	1282	584	780	2632	1643	1
14021	1073	477	575	2467	1537	1
14022	3002	1507	843	2296	1611	2
14023	1491	737	1810	2737	1504	1
14024	2987	1649	522	2059	1778	2
14025	1105	615	1034	3135	1456	1
14026	1311	915	654	2894	1613	1
14027	1053	654	522	2420	1303	1
14028	1649	772	1168	2139	1363	1
14029	2958	1445	1	2085	1627	2
14030	1486	772	1463	2765	1530	1
14032	2807	764	118	2066	1599	2
14033	3154	1395	1	1862	1528	2
14036	959	615	875	2746	1361	1
14037	912	662	1045	2612	1655	1
14038	1246	1220	1063	1960	1672	1
14039	1255	1124	832	1419	1546	1
14040	1138	360	522	2511	1608	1
14042	1631	700	454	3251	1289	1
14043	1352	575	526	2300	1628	1
14046	3335	1135	733	2316	1631	2
14047	1244	1048	1468	2636	1487	1
14048	1607	395	351	2830	1061	1
14049	1621	566	495	2859	1076	1
14056	1374	632	2239	3229	1367	1
14057	1460	431	1105	3007	1354	1
14059	1176	671	486	1893	1368	1
14060	1436	628	829	1503	1611	1
14062	902	449	508	1869	1557	1
14064	1317	895	1370	2440	1470	1
14065	1517	459	724	2950	1471	1
14067	1746	468	1244	2837	1511	1
14068	1758	463	641	3036	1664	1
14069	1360	285	2617	2343	1554	1
14070	3208	772	267	1779	1586	2
14071	3398	1605	229	2288	1962	2
14072	1129	315	1610	2504	1419	1
14074	1	302	3184	3600	1719	1
14076	959	632	1210	2478	1437	1
14077	649	504	526	2642	1255	1
14079	641	840	850	2306	1680	1
14080	889	636	947	2697	1770	1
14081	2752	1105	1	1856	1813	2
14085	1098	342	562	2121	1543	1
14087	1140	477	1138	2940	1490	1
14089	969	531	513	2369	1408	1
14090	1187	495	1361	3013	1428	1
14091	3232	1990	1	2109	1357	2
14092	1470	776	1437	2722	1724	1
14093	1591	654	753	2665	1333	1
14094	821	745	1630	3121	1292	1
14095	1222	606	250	2730	1383	1
14096	1521	459	134	2930	1454	1
14099	1178	566	700	2710	1459	1
14100	3048	745	87	1895	1989	2
14102	1693	544	875	2418	1457	1
14103	1611	373	850	3204	1255	1
14104	1498	861	1274	2996	1563	1
14108	959	623	671	2448	1339	1
14112	1305	490	445	2381	1511	1
14114	1498	544	449	2927	1539	1
14115	712	641	342	2390	1602	1
14116	1269	776	776	2144	1040	1
14117	1505	780	1354	2182	1387	1
14120	972	468	499	2369	1414	1
14122	700	276	654	2325	1438	1
14123	1552	623	729	2871	1551	1
14124	1599	756	1531	2859	1636	1
14125	1299	549	615	3219	1282	1
14126	2720	1272	320	2018	1548	2
14128	641	486	892	2432	1442	1
14129	3267	1896	818	1959	1936	2
14132	3114	1119	87	1634	1408	2
14133	2366	1160	267	1505	1504	2
14136	1582	584	864	2870	1519	1
14138	1229	293	1300	2950	1408	1
14140	756	1371	584	1594	1729	1
14141	989	440	602	1366	1489	1
14142	1350	675	391	2372	1729	1
14143	1601	692	776	2822	1521	1
14145	1207	645	871	2657	1674	1
14146	1646	328	593	2728	1463	1
14147	1233	641	818	1541	1491	1
14149	3181	1385	571	2188	1708	2
14150	1682	535	1078	2432	1552	1
14151	756	658	864	2344	1502	1
14152	1639	571	1248	2365	1545	1
14153	1723	683	658	3188	1356	1
14154	3340	1672	1	2282	2070	2
14157	3161	1231	315	1788	1625	2
14158	1623	584	508	3020	1511	1
14160	1430	602	382	2575	1395	1
14161	977	431	391	1868	1418	1
14162	3092	912	60	2073	1508	2
14165	3388	1434	1	2404	2043	2
14166	3158	1289	220	1956	1871	2
14167	1018	540	2113	1607	1599	1
14168	737	593	544	2054	1341	1
14169	1524	481	2807	3593	1666	1
14171	3296	1622	1	1774	1771	2
14172	2952	1284	602	2223	1435	2
14175	1743	584	1681	2456	1596	1
14178	1284	692	557	2540	1609	1
14180	1244	360	658	1478	1549	1
14181	2966	1727	229	902	1364	2
14183	1373	756	1144	2785	1412	1
14186	1308	445	720	2774	1485	1
14188	1578	427	289	2387	1340	1
14189	1334	499	1115	3036	1451	1
14191	972	641	472	2399	1178	1
14193	3090	1391	477	1800	1665	2
14194	1663	495	1081	2882	1587	1
14195	3001	1379	1	2463	1782	2
14196	3003	1314	56	1866	1695	2
14197	1608	700	418	2576	1831	1
14198	814	588	840	2707	1571	1
14199	1026	449	716	2481	1511	1
14200	1489	517	654	2520	1620	1
14201	1015	654	395	2513	1404	1
14202	3165	1568	1	2112	1566	2
14204	2783	1576	254	2029	1297	2
14205	1558	1048	1647	2655	2085	1
14209	3246	1568	179	2133	1725	2
14210	840	1572	772	1592	1715	1
14211	3279	931	1	1448	1795	2
14216	965	712	791	2590	1507	1
14218	2941	1172	1	1697	1305	2
14219	1930	645	1203	3456	1451	1
14220	1549	745	692	2716	1650	1
14221	1757	395	1408	2576	1593	1
14224	1391	619	508	2854	1582	1
14227	1220	615	1042	2919	1407	1
14229	1012	422	468	1584	1457	1
14231	3157	1233	280	1155	1637	2
14232	998	522	840	2881	1524	1
14233	806	404	847	3129	1452	1
14235	1405	566	658	2937	1242	1
14241	1189	320	391	2801	1458	1
14242	995	187	602	2251	1570	1
14244	1514	400	499	2634	1536	1
14246	1284	575	724	2664	1578	1
14248	3189	803	1	1439	1449	2
14250	3352	1851	1	1820	1368	2
14253	1589	741	654	2391	1448	1
14254	1176	615	810	2161	1523	1
14256	1616	472	382	3022	1634	1
14257	1713	588	490	3019	1583	1
14260	1487	413	368	2756	1414	1
14262	1274	649	836	2827	1541	1
14264	720	526	311	3178	1649	1
14265	1648	708	15	2802	1535	1
14266	1574	649	566	2512	1426	1
14267	1037	517	662	2571	1448	1
14270	3092	320	355	191	1491	2
14271	1209	557	499	2303	1459	1
14272	3363	1497	1	2199	1977	2
14273	1251	553	840	2725	1403	1
14274	1124	700	2105	2067	1212	1
14276	1162	495	737	2626	1516	1
14277	1257	784	584	2141	1536	1
14278	3401	1073	1	2031	1895	2
14279	1321	553	1389	3174	1628	1
14280	1426	821	645	2785	1571	1
14283	1133	549	306	1887	1615	1
14284	3138	1214	1	2231	1124	2
14285	1537	490	1	3221	1354	1
14287	1026	683	602	3077	1341	1
14291	1528	454	1349	2558	1562	1
14292	1489	645	571	2845	1389	1
14295	1172	95	666	2030	1572	1
14302	1172	679	422	1960	1607	1
14303	1009	454	276	1911	1437	1
14304	1532	575	696	2291	1628	1
14307	1334	571	328	3149	1340	1
14308	1407	832	840	3015	1649	1
14309	1463	931	1201	2822	1473	1
14310	1594	700	126	2871	1486	1
14312	745	791	791	3122	1520	1
14313	1349	753	716	2792	1615	1
14314	3224	1160	83	1917	1770	2
14317	1600	662	499	2998	1515	1
14318	1730	229	1	3035	1491	1
14319	1334	418	440	3095	1322	1
14321	788	776	628	2890	1262	1
14323	1353	517	513	2619	1446	1
14324	753	720	814	2745	1287	1
14325	1524	553	208	2934	1607	1
14326	975	575	588	1212	1550	1
14328	1758	445	526	2981	1493	1
14329	843	427	1260	2952	1347	1
14331	1314	311	821	2958	1289	1
14333	3178	806	1	2012	1492	2
14335	1220	320	821	2327	1311	1
14336	1598	504	315	2960	1122	1
14337	3310	1523	166	1880	1631	2
14340	2551	1004	158	2042	1658	2
14341	1468	645	654	2998	1155	1
14345	1231	658	584	2523	1597	1
14346	1659	544	427	2878	1464	1
14350	1549	522	840	1938	1611	1
14353	1375	486	671	2206	1310	1
