CD14	CD23	CD3	CD19	id
108	142	678	242	7
352	436	389	621	3
116	0	347	19	1
40	155	435	280	7
168	179	538	156	7
118	138	523	233	7
586	619	513	452	9
599	632	521	449	9
239	258	229	285	5
87	164	523	127	7
348	356	288	332	8
158	106	546	99	7
162	309	283	217	4
80	0	600	288	7
259	305	297	274	8
65	121	578	211	7
595	241	239	268	6
148	171	504	271	7
230	285	257	280	5
67	146	518	312	7
139	129	552	304	7
137	248	546	287	7
205	258	275	309	5
213	237	276	296	5
133	158	559	163	7
138	212	526	285	7
252	204	305	291	5
129	178	552	251	7
89	81	601	289	7
228	278	250	265	5
92	134	566	210	7
188	157	563	148	7
235	279	323	333	8
502	537	486	404	9
172	256	293	271	5
511	717	648	500	9
158	245	273	194	4
307	286	306	197	4
229	267	239	193	4
137	168	491	282	7
258	303	335	330	8
92	686	0	447	2
217	302	239	261	5
259	317	298	298	8
228	250	291	331	5
650	104	357	216	6
195	283	267	292	5
98	278	229	162	4
206	285	232	265	5
146	359	225	155	4
111	338	177	479	2
179	290	262	136	4
441	240	231	235	6
174	208	160	220	5
94	242	609	287	7
176	259	256	324	5
80	131	493	271	7
170	216	573	254	7
254	368	233	193	4
219	223	185	248	5
249	309	289	286	8
181	229	274	302	5
153	254	137	244	5
204	338	277	281	8
661	86	278	156	6
16	212	369	201	7
385	446	418	532	3
190	276	205	142	4
59	257	551	140	7
66	98	605	269	7
129	194	543	148	7
675	164	251	288	6
235	261	312	317	8
135	240	186	155	1
52	207	146	157	1
155	220	592	262	7
606	264	388	338	6
0	211	516	123	7
622	0	281	201	6
174	49	534	231	7
117	21	542	239	7
0	264	643	315	7
59	144	532	252	7
621	440	388	354	9
192	405	201	238	4
647	146	365	307	6
68	13	510	122	7
230	238	287	273	5
240	294	301	210	4
630	247	297	273	6
309	174	249	232	4
242	236	292	279	5
145	215	252	281	5
184	25	542	265	7
142	103	566	327	7
212	272	560	293	7
127	341	273	331	5
231	80	293	286	5
211	409	261	178	4
134	174	200	137	1
199	303	254	218	4
213	281	227	246	5
63	133	106	127	1
104	179	549	252	7
607	7	22	185	6
259	245	231	219	4
130	92	577	210	7
60	245	549	283	7
104	453	139	498	2
77	172	177	137	1
482	253	142	157	6
100	0	529	227	7
202	251	558	233	7
0	397	73	482	2
230	306	221	270	5
139	250	380	276	5
233	474	444	501	3
203	271	260	294	5
149	157	448	230	7
133	0	563	257	7
246	205	232	249	5
228	277	302	202	4
118	236	529	284	7
110	72	539	251	7
250	300	284	272	8
278	324	648	307	7
611	228	307	327	6
637	333	380	283	6
278	363	366	327	8
205	327	238	243	4
133	266	550	259	7
163	219	576	221	7
155	0	549	283	7
186	264	258	201	4
172	305	304	246	5
42	168	217	199	1
154	159	539	246	7
111	20	594	276	7
59	47	561	263	7
167	38	565	191	7
74	145	353	149	1
166	119	568	258	7
143	147	196	74	1
168	281	272	263	5
231	318	288	255	8
229	206	324	122	4
42	11	552	252	7
195	254	260	271	5
128	140	522	174	7
286	322	324	250	8
245	286	289	350	8
98	488	0	475	2
83	163	564	131	7
288	372	377	344	8
583	379	373	378	9
0	3	400	83	7
80	78	539	190	7
154	224	551	242	7
156	157	599	275	7
218	356	276	365	8
529	451	429	275	9
110	111	398	191	7
92	151	562	185	7
122	0	584	197	7
44	29	570	151	7
262	342	249	323	8
251	304	287	83	4
164	0	535	162	7
222	359	269	269	8
103	192	523	296	7
0	647	0	466	2
145	183	558	227	7
265	276	226	244	4
184	269	282	110	4
100	80	606	208	7
178	231	578	207	7
0	104	580	248	7
187	317	279	237	4
220	208	213	306	5
217	238	304	198	4
534	586	457	399	9
84	189	416	281	7
156	136	561	277	7
199	324	249	224	4
132	207	536	4	7
166	542	116	559	2
46	0	548	228	7
169	243	626	258	7
205	249	259	199	4
75	175	529	130	7
107	201	565	299	7
243	209	228	196	4
258	320	285	304	8
200	359	290	267	8
202	199	575	249	7
154	246	229	230	5
110	270	221	293	5
270	293	254	294	8
140	225	589	323	7
224	130	224	207	1
120	265	533	256	7
101	300	244	256	5
214	272	282	238	4
360	314	319	277	8
48	35	458	194	7
647	66	269	245	6
144	143	551	327	7
100	75	489	286	7
90	128	490	229	7
99	5	548	91	7
125	152	514	184	7
119	0	255	430	5
180	165	13	560	2
112	178	558	271	7
112	122	576	248	7
385	374	257	318	8
60	0	460	211	7
652	482	492	592	9
206	273	230	164	4
0	228	564	178	7
270	288	261	211	4
94	494	48	509	2
275	252	256	312	8
279	345	310	333	8
138	38	532	250	7
28	0	549	166	7
96	248	139	522	2
165	193	553	311	7
223	158	263	275	5
168	177	530	179	7
663	41	270	87	6
233	242	325	280	5
221	251	287	276	5
210	527	325	247	8
276	292	357	214	8
275	279	298	264	8
104	38	607	181	7
125	137	514	226	7
318	341	366	311	8
108	225	581	168	7
314	352	240	274	8
305	578	289	508	3
0	75	525	139	7
242	308	251	278	8
37	79	540	291	7
664	219	279	220	6
202	296	194	290	5
243	217	268	158	4
124	74	602	272	7
181	288	328	188	4
688	415	408	379	9
140	173	580	261	7
280	232	299	226	4
174	241	522	207	7
153	109	517	249	7
211	188	598	254	7
113	119	589	265	7
136	242	599	310	7
206	278	306	320	5
277	339	211	589	3
143	264	305	165	4
100	121	561	173	7
0	0	494	233	7
225	238	540	258	7
46	123	517	257	7
225	240	269	276	5
293	506	261	519	3
67	580	98	523	2
97	101	157	200	1
39	0	522	250	7
703	729	692	597	9
414	622	466	297	9
360	460	363	402	3
178	306	272	287	5
192	115	433	190	7
173	172	195	73	1
121	390	57	583	2
87	0	131	78	1
37	232	581	304	7
186	311	303	138	4
103	123	585	248	7
139	205	287	175	4
55	0	599	261	7
236	262	279	312	5
170	285	232	235	5
80	89	382	249	7
120	176	585	256	7
19	169	611	250	7
148	8	57	194	1
110	148	575	136	7
163	237	568	281	7
60	54	582	197	7
116	77	617	258	7
103	222	554	31	7
157	222	534	360	7
188	213	269	248	5
288	395	303	288	8
181	82	558	350	7
129	157	527	293	7
107	0	491	113	7
168	103	232	250	1
176	262	259	289	5
167	287	226	105	4
80	127	176	183	1
97	290	251	246	5
207	176	275	313	5
168	101	296	307	5
268	209	283	178	4
79	164	586	305	7
169	295	296	261	5
164	264	267	250	5
118	209	131	256	1
308	307	179	254	8
105	80	549	242	7
167	88	536	234	7
159	195	563	329	7
211	413	248	281	8
293	540	168	549	2
187	283	257	161	4
113	280	243	235	5
109	219	615	332	7
557	604	475	436	9
260	369	367	328	8
284	325	311	246	8
60	208	534	63	7
144	142	442	89	7
85	260	572	257	7
144	156	85	231	1
241	326	264	359	8
92	194	566	0	7
583	165	130	259	6
264	278	230	147	4
145	127	567	215	7
78	167	605	228	7
616	288	278	295	6
22	210	119	234	1
98	182	603	287	7
309	264	296	185	4
260	304	278	297	8
115	107	612	240	7
130	156	633	269	7
205	187	557	138	7
462	447	369	348	3
146	179	521	276	7
190	289	288	273	5
143	153	580	271	7
119	0	569	233	7
57	170	561	197	7
164	293	207	106	4
199	183	234	260	5
272	349	353	315	8
83	93	535	277	7
139	225	201	203	5
135	301	222	133	4
195	255	321	313	5
98	84	546	322	7
158	115	512	214	7
73	120	573	167	7
28	43	548	138	7
251	304	332	200	4
436	276	299	224	8
207	305	254	291	5
375	447	421	576	3
41	168	504	164	7
210	238	278	264	5
162	240	547	181	7
29	108	512	236	7
100	118	526	155	7
89	0	567	205	7
204	355	299	270	8
178	195	256	166	4
161	52	584	90	7
231	245	558	56	7
218	242	257	212	4
201	351	303	166	4
286	337	289	259	8
73	19	572	248	7
233	208	279	229	5
167	311	297	136	4
176	327	206	529	2
153	93	39	204	1
233	272	275	282	5
214	186	249	236	5
140	61	571	298	7
207	346	292	280	8
415	476	430	595	3
641	286	227	278	6
111	99	535	297	7
404	450	450	624	3
219	336	248	297	8
614	371	293	254	6
123	168	601	220	7
211	291	338	154	4
257	311	311	278	8
188	207	279	276	5
51	113	590	213	7
203	96	508	0	7
381	462	430	445	3
200	291	312	320	8
182	276	227	228	5
471	249	274	261	6
267	232	248	262	5
263	284	276	261	8
126	123	517	228	7
121	261	266	267	5
155	198	495	272	7
236	341	306	249	8
134	20	454	163	7
156	85	446	209	7
284	317	321	374	8
122	146	552	288	7
8	162	543	256	7
238	294	233	164	4
158	253	209	144	4
162	271	291	242	5
221	196	272	371	5
170	118	672	294	7
176	186	537	220	7
141	193	549	23	7
285	388	351	279	8
160	307	246	231	5
121	267	246	271	5
144	279	554	310	7
570	625	546	589	9
43	76	589	218	7
100	90	554	266	7
66	475	9	350	2
232	241	279	276	5
143	261	267	246	5
589	363	224	146	6
106	127	658	324	7
34	363	0	231	2
666	288	299	291	6
241	304	215	296	5
108	133	550	268	7
39	22	586	231	7
106	0	521	1	7
180	184	582	233	7
621	291	253	0	6
51	153	565	237	7
1	120	557	220	7
129	258	537	313	7
67	211	591	259	7
183	300	312	329	5
114	94	94	203	1
205	264	264	278	5
334	280	219	277	8
416	480	436	529	3
242	316	277	311	8
327	262	253	232	8
122	68	601	270	7
155	270	512	207	7
168	228	515	282	7
201	195	275	309	5
98	191	500	295	7
254	285	332	298	8
221	349	307	236	8
148	157	145	97	1
206	313	283	285	8
75	27	576	252	7
49	135	509	159	7
2	171	492	119	7
282	502	488	455	3
516	69	304	266	6
131	122	552	215	7
94	70	602	115	7
237	318	214	244	4
187	67	585	144	7
286	244	280	235	4
157	240	558	131	7
144	194	537	275	7
123	187	613	282	7
517	544	430	415	9
276	286	211	230	4
199	0	122	245	1
182	333	271	255	5
197	288	260	218	4
222	100	504	255	7
661	551	524	575	9
162	246	306	117	4
554	236	252	163	6
119	28	509	279	7
216	260	204	227	5
242	97	580	301	7
338	287	203	259	8
281	294	303	286	8
182	111	546	251	7
201	292	223	264	5
139	232	579	255	7
323	203	294	230	4
108	149	537	180	7
198	251	251	201	4
158	186	598	289	7
4	0	602	166	7
659	555	322	291	9
219	132	259	281	5
267	330	327	178	4
250	307	393	201	8
33	85	558	284	7
150	124	580	248	7
197	188	276	286	5
211	283	215	235	5
111	198	108	306	5
162	76	572	278	7
4	595	136	548	2
53	272	559	80	7
141	231	283	135	4
71	201	495	275	7
150	169	500	174	7
236	174	285	219	4
135	256	328	291	5
208	245	238	184	4
257	225	146	166	4
240	317	277	295	8
180	255	228	187	4
634	296	360	261	6
276	229	297	220	4
449	368	274	221	8
157	160	541	264	7
171	304	325	328	5
277	307	276	279	8
662	36	288	230	6
215	230	222	255	5
257	221	263	212	4
167	189	571	242	7
82	220	632	292	7
201	286	302	235	4
251	316	388	206	8
121	0	590	243	7
67	135	173	10	1
121	181	513	250	7
208	294	311	223	4
628	286	32	258	6
228	306	305	223	4
138	0	172	242	1
224	244	572	298	7
74	0	377	122	1
197	333	279	208	4
71	198	381	42	4
239	253	301	62	4
620	41	253	82	6
159	261	544	299	7
54	165	428	227	7
181	283	252	193	4
186	239	619	356	7
544	306	237	273	6
677	246	364	264	6
0	242	538	261	7
61	153	546	254	7
76	250	328	202	4
631	0	171	231	6
57	41	531	273	7
36	199	579	209	7
16	15	168	199	1
104	119	238	254	1
204	302	293	232	4
37	471	15	542	2
117	277	162	199	5
73	154	486	212	7
163	223	338	182	4
570	395	209	211	6
92	255	582	130	7
120	94	523	275	7
239	337	144	157	4
99	152	361	268	5
141	614	191	504	2
263	310	261	251	8
624	81	241	324	6
283	422	346	347	8
71	347	253	267	5
272	311	576	312	7
216	297	248	269	5
117	170	427	28	7
154	309	253	179	4
231	309	260	225	4
261	283	254	205	4
218	387	256	213	4
239	299	290	224	4
284	351	318	139	4
167	376	328	293	8
434	452	365	291	8
99	132	552	304	7
110	187	534	253	7
131	194	293	298	5
59	0	440	228	7
112	272	527	250	7
216	331	273	266	8
16	361	315	269	5
236	270	223	303	5
50	151	197	113	1
385	181	238	281	8
109	236	262	194	4
251	282	344	280	8
225	277	253	247	5
305	323	284	274	8
113	97	442	161	7
108	255	211	157	4
132	202	504	251	7
250	268	241	276	5
93	111	520	259	7
0	56	60	38	1
180	132	308	308	5
237	289	269	272	8
256	265	247	366	5
230	311	295	279	8
155	98	653	319	7
44	155	596	154	7
215	303	282	176	4
611	636	505	455	9
255	310	322	257	8
99	152	81	207	1
109	183	508	235	7
99	226	231	260	5
116	0	571	300	7
37	237	581	200	7
152	73	534	172	7
112	70	592	255	7
338	317	359	329	8
146	236	522	261	7
308	362	347	296	8
236	293	263	302	8
212	340	242	180	4
136	179	569	152	7
290	346	319	254	8
439	547	519	336	9
639	177	226	272	6
255	165	157	219	5
187	255	232	216	4
173	16	579	331	7
226	217	285	261	5
633	131	247	221	6
36	68	489	275	7
218	185	587	235	7
161	200	459	202	7
272	279	245	191	4
143	229	619	309	7
209	299	325	194	4
241	335	295	251	8
189	195	597	128	7
223	286	319	253	8
248	236	262	294	5
87	115	559	180	7
208	285	254	308	5
168	374	301	283	8
91	0	135	222	1
141	115	221	153	1
259	222	160	252	5
0	94	561	63	7
109	206	500	157	7
376	237	342	227	8
69	0	524	157	7
87	157	602	281	7
311	464	398	370	3
252	167	162	169	1
178	96	559	233	7
93	193	297	151	1
240	331	234	242	4
244	284	226	241	4
188	240	281	339	5
150	89	475	214	7
112	164	546	166	7
53	122	487	279	7
158	151	542	247	7
93	329	252	282	5
133	182	555	179	7
176	299	208	234	5
140	196	573	269	7
227	279	269	295	5
80	0	577	213	7
231	184	277	233	5
205	330	279	309	8
148	0	423	185	7
215	204	228	195	4
327	68	266	287	5
187	274	270	208	4
88	163	156	0	1
35	209	87	0	1
571	599	487	433	9
162	219	563	294	7
193	302	266	68	4
237	390	270	255	8
97	132	593	308	7
228	294	202	266	5
81	160	565	182	7
151	131	209	561	5
71	109	238	155	1
145	258	323	241	5
53	141	615	273	7
0	231	143	172	1
32	205	343	90	1
186	325	311	332	8
69	126	491	184	7
244	244	296	240	4
117	0	604	53	7
461	255	135	186	6
237	296	314	395	8
80	114	508	243	7
252	260	273	279	5
120	38	205	207	1
24	233	566	241	7
38	217	586	273	7
399	445	427	631	3
370	384	296	227	8
172	305	245	325	5
85	92	549	257	7
124	140	522	184	7
278	289	374	273	8
61	188	245	0	1
178	164	187	251	5
196	305	289	223	4
118	35	394	192	7
374	437	380	627	3
214	289	256	188	4
193	180	296	188	4
140	120	530	275	7
212	274	260	220	4
177	202	199	242	5
242	296	285	235	4
149	0	529	246	7
38	88	322	176	1
102	0	583	217	7
183	213	242	238	5
277	295	251	261	8
191	259	221	254	5
176	286	266	156	4
44	38	558	293	7
482	511	410	400	9
178	215	259	261	5
44	107	566	279	7
463	521	482	630	3
238	215	244	270	5
239	252	233	151	4
233	266	291	223	4
174	133	303	210	5
326	381	617	366	3
115	208	55	521	2
212	274	192	253	5
58	50	528	262	7
71	0	513	176	7
153	0	371	200	7
258	316	235	246	8
147	81	503	188	7
148	306	435	347	8
181	59	529	294	7
301	377	345	367	8
179	237	257	223	5
140	174	597	293	7
557	58	176	276	6
381	471	420	354	3
154	302	262	289	5
162	250	281	238	5
149	239	401	246	5
0	54	525	126	7
36	0	555	169	7
172	349	275	304	8
151	136	554	187	7
239	188	277	281	5
211	367	278	167	4
120	145	531	207	7
350	416	362	398	3
159	325	146	138	4
98	175	609	276	7
0	183	559	253	7
202	319	252	189	4
141	186	501	146	7
77	258	646	263	7
195	10	506	139	7
261	244	305	189	4
150	309	302	204	4
227	307	625	321	7
289	281	265	287	8
118	184	558	186	7
0	540	103	506	2
177	270	576	315	7
190	293	236	197	4
213	285	268	330	5
116	55	561	281	7
351	415	479	394	3
201	123	583	297	7
196	237	260	286	5
584	360	152	308	6
120	0	457	140	7
173	221	550	243	7
169	170	523	259	7
160	124	576	308	7
275	346	259	237	8
168	170	533	181	7
286	301	577	238	7
126	151	532	275	7
208	257	242	247	5
180	192	232	257	5
205	271	252	180	4
295	332	344	287	8
104	0	185	229	1
117	178	601	242	7
393	455	368	580	3
177	145	165	116	1
135	81	538	95	7
0	127	562	273	7
242	283	321	323	8
295	201	209	225	4
155	231	531	228	7
77	10	592	195	7
262	275	288	244	8
175	269	148	299	5
176	230	394	213	4
279	311	265	317	8
64	199	541	221	7
131	316	277	300	5
196	541	202	461	2
313	308	271	248	8
159	304	194	247	5
212	310	278	197	4
174	297	232	239	5
119	207	232	181	1
200	241	322	204	4
209	252	258	247	5
169	234	287	237	5
244	249	559	209	7
39	208	556	154	7
138	36	600	210	7
130	92	577	132	7
65	228	634	232	7
241	287	304	256	8
591	69	272	240	6
138	275	232	183	4
314	267	274	199	4
264	273	309	237	8
158	219	540	148	7
268	245	286	265	8
105	192	483	232	7
78	188	565	140	7
568	109	205	230	6
215	353	292	313	8
288	349	322	586	3
300	311	220	254	8
161	260	555	256	7
224	232	202	179	4
157	60	347	203	1
213	147	609	9	7
191	168	271	280	5
14	223	507	120	7
150	0	539	238	7
120	127	108	30	1
60	0	191	3	1
163	299	269	231	4
181	332	339	152	4
136	206	513	236	7
191	313	275	330	5
223	260	264	262	5
93	132	181	181	1
132	110	596	245	7
291	304	304	296	8
91	208	106	599	2
55	194	531	273	7
127	186	634	196	7
190	0	581	154	7
231	266	282	228	4
158	89	576	266	7
116	235	216	424	5
144	182	454	266	7
150	188	595	293	7
224	385	320	339	8
75	128	529	215	7
264	236	264	137	4
191	389	242	67	4
209	255	275	162	4
199	272	325	302	5
227	295	293	236	4
90	147	544	273	7
117	0	504	136	7
183	204	485	140	7
647	171	238	209	6
240	262	266	231	4
37	148	550	234	7
198	283	221	208	4
220	370	241	237	8
139	170	110	144	1
306	285	274	497	8
222	296	256	311	5
160	278	311	250	5
152	179	628	281	7
52	67	92	252	1
213	292	310	251	8
125	201	526	234	7
91	146	246	263	1
630	226	189	100	6
282	250	321	243	8
193	272	321	249	5
301	290	311	291	8
331	417	409	364	8
657	128	197	342	6
68	172	72	120	1
158	171	539	226	7
169	70	565	227	7
144	239	153	172	1
183	183	47	0	1
147	96	183	112	1
51	5	584	219	7
218	258	255	331	5
182	307	301	315	5
115	193	487	246	7
126	198	619	193	7
269	367	299	263	8
114	63	522	251	7
139	25	546	265	7
636	0	230	279	6
217	272	320	283	8
117	215	529	266	7
151	122	152	186	1
257	309	282	235	8
164	143	568	230	7
153	183	558	275	7
90	269	547	257	7
105	524	176	498	2
90	250	572	205	7
210	262	286	270	5
271	316	318	255	8
134	256	308	255	5
39	155	511	241	7
34	190	529	272	7
6	17	568	295	7
109	99	86	155	1
195	265	212	284	5
115	45	492	222	7
158	323	178	172	4
176	310	252	240	5
218	255	299	331	5
294	344	352	291	8
188	344	322	261	8
158	205	549	254	7
200	412	234	328	8
76	0	638	274	7
22	127	538	230	7
145	217	218	191	4
88	216	550	225	7
132	146	522	147	7
261	322	382	263	8
105	211	537	277	7
193	270	291	282	5
218	268	297	314	5
61	98	603	208	7
124	168	582	271	7
246	301	201	226	4
247	361	317	320	8
0	80	612	246	7
136	193	681	374	7
60	46	607	327	7
78	146	427	143	7
175	37	481	282	7
104	94	575	265	7
0	124	545	241	7
123	0	422	183	7
235	184	288	288	5
93	88	573	271	7
373	354	353	375	8
32	466	33	457	2
257	261	306	263	8
86	169	537	223	7
236	277	271	259	5
168	192	603	240	7
65	303	274	244	5
234	315	319	202	4
433	521	472	587	3
194	267	299	296	5
145	226	507	184	7
213	284	225	241	5
647	236	285	182	6
141	199	536	308	7
168	11	589	264	7
291	370	144	90	4
0	90	517	271	7
464	451	363	394	3
655	691	553	479	9
123	34	257	264	1
15	245	113	94	1
346	327	363	371	8
264	271	252	252	5
52	69	604	94	7
225	327	332	226	8
205	288	323	218	4
84	195	243	197	1
25	171	539	14	7
600	602	466	449	9
194	68	536	137	7
218	172	317	237	5
233	315	335	189	4
60	93	387	229	7
181	53	527	216	7
418	478	431	552	3
66	70	609	276	7
267	291	303	290	8
183	373	249	180	4
249	291	311	270	8
0	162	345	236	1
244	230	371	286	8
112	188	629	305	7
164	232	407	272	5
128	165	382	230	7
251	312	342	252	8
219	198	127	229	5
228	285	237	179	4
630	63	253	243	6
229	320	257	256	8
112	196	253	305	5
118	191	597	285	7
128	253	251	230	5
249	255	299	283	8
157	212	562	248	7
142	195	544	290	7
131	74	204	259	1
37	107	506	218	7
178	235	283	285	5
80	126	373	199	7
156	186	536	307	7
530	663	420	414	9
147	287	257	279	5
148	100	146	257	1
99	0	613	255	7
72	114	581	230	7
309	278	105	266	5
0	352	39	489	2
603	126	222	338	6
178	331	277	86	4
104	145	548	210	7
265	637	237	552	3
262	294	272	195	4
243	272	265	367	8
250	307	238	385	8
100	243	465	111	7
287	266	269	288	8
81	190	543	210	7
241	321	297	293	8
124	238	606	242	7
17	248	603	291	7
281	200	260	209	4
163	283	209	304	5
135	10	484	275	7
225	217	227	206	4
182	281	257	0	4
209	289	252	254	5
204	240	267	274	5
222	249	257	343	5
124	66	459	263	7
172	283	201	232	5
291	369	293	352	8
162	14	509	218	7
222	187	227	256	5
248	328	302	299	8
103	135	536	249	7
165	248	578	322	7
184	234	278	316	5
168	276	282	223	4
78	86	552	226	7
641	238	270	88	6
223	364	357	141	4
201	367	318	325	8
148	188	512	58	7
134	97	573	188	7
146	94	264	199	1
205	293	417	234	8
130	124	581	247	7
264	268	220	150	4
259	163	227	298	5
120	208	568	223	7
330	329	418	267	8
240	296	260	290	8
92	151	550	251	7
202	292	278	361	5
136	118	136	171	1
173	154	556	294	7
131	91	584	268	7
133	119	121	188	1
223	306	259	184	4
138	194	534	274	7
682	365	214	219	6
128	161	107	446	5
54	152	619	260	7
236	218	293	229	4
174	280	267	218	4
241	341	310	269	8
153	61	108	109	1
224	207	238	297	5
634	313	327	247	6
322	466	441	225	8
0	131	605	204	7
200	304	310	249	8
196	287	333	269	8
258	349	330	249	8
202	302	231	92	4
147	170	220	287	5
212	282	253	255	5
199	293	238	252	5
257	285	244	291	8
169	250	526	229	7
134	277	262	187	4
83	69	534	221	7
120	119	554	249	7
0	77	579	263	7
220	290	174	263	5
159	106	627	250	7
215	197	543	244	7
272	345	240	258	8
199	224	549	214	7
83	167	506	233	7
243	47	266	238	1
19	301	89	552	2
238	341	555	299	8
655	693	599	499	9
265	270	233	305	5
296	289	293	197	4
74	111	383	166	7
135	21	560	278	7
118	236	564	278	7
145	153	579	277	7
165	336	249	285	5
171	255	232	226	5
192	245	212	165	4
117	234	606	254	7
100	168	534	244	7
90	124	485	149	7
78	227	549	256	7
252	215	266	231	4
50	359	20	579	2
158	236	284	159	4
154	59	549	130	7
116	165	531	178	7
169	147	598	78	7
387	433	377	424	3
113	86	157	173	1
215	281	252	258	5
31	0	565	255	7
156	264	297	106	4
0	156	613	229	7
46	169	552	248	7
185	226	25	51	1
60	92	506	126	7
155	21	612	272	7
119	159	568	251	7
177	187	252	249	5
160	110	603	227	7
188	181	253	173	4
235	245	330	188	4
183	219	268	236	5
205	303	236	244	5
121	182	593	220	7
234	287	309	275	8
109	64	540	234	7
392	469	425	416	3
208	306	270	228	4
24	408	171	483	2
283	350	457	245	8
545	28	176	198	6
111	214	566	217	7
141	197	582	245	7
187	321	192	298	5
402	464	430	386	3
85	193	592	294	7
197	319	288	245	4
558	0	281	235	6
701	755	641	531	9
225	328	284	268	8
144	126	502	68	7
163	288	241	244	5
278	318	270	280	8
163	108	565	223	7
306	375	388	385	8
95	184	568	224	7
57	175	527	266	7
155	263	271	309	5
300	316	263	334	8
640	71	284	291	6
61	99	416	180	7
100	93	621	272	7
583	53	263	278	6
213	243	285	237	5
126	106	122	0	1
187	197	210	254	5
382	437	419	587	3
222	340	296	166	4
69	62	502	203	7
50	233	541	58	7
160	197	496	200	7
205	197	339	167	4
349	245	161	169	4
176	255	203	216	5
184	1	518	151	7
203	264	329	132	4
84	201	549	303	7
222	363	566	286	7
135	0	585	209	7
171	153	488	176	7
229	248	242	303	5
122	271	184	148	4
58	202	552	276	7
216	234	158	174	4
213	224	235	187	4
74	211	572	70	7
153	342	259	284	5
96	0	549	142	7
245	253	243	267	5
236	334	276	331	8
95	125	428	178	7
259	290	291	237	8
96	39	573	276	7
169	294	319	218	4
608	239	274	263	6
135	225	275	295	5
149	269	219	253	5
179	298	278	216	4
33	156	547	241	7
206	324	312	257	8
459	1023	718	293	9
170	70	452	83	7
226	330	237	248	4
227	307	306	264	8
301	355	353	279	8
220	229	232	197	4
131	397	272	416	8
256	230	256	282	5
166	319	282	307	5
144	190	594	263	7
186	304	235	262	5
249	192	506	235	7
81	106	509	67	7
159	0	512	291	7
239	260	259	74	4
257	192	327	334	5
240	209	200	264	5
201	311	269	188	4
22	86	573	222	7
230	321	291	248	8
605	329	300	204	6
66	380	0	513	2
554	158	251	178	6
247	278	305	279	8
46	491	66	488	2
634	412	355	344	9
220	288	326	328	8
267	275	250	250	8
277	312	199	206	4
176	21	515	272	7
267	306	274	197	4
157	0	154	507	5
150	181	550	250	7
179	126	433	219	7
92	144	571	252	7
12	0	459	116	7
367	281	298	338	8
248	274	213	244	5
162	115	563	246	7
194	257	569	259	7
55	103	561	230	7
310	308	304	249	8
266	339	346	338	8
174	236	540	267	7
203	281	311	274	5
186	289	272	288	5
171	69	164	111	1
232	301	262	152	4
119	119	435	226	7
215	234	304	205	4
195	292	240	286	5
196	127	219	280	5
31	2	532	95	7
179	52	516	48	7
121	0	587	255	7
146	21	179	233	1
85	99	500	169	7
202	295	312	226	4
130	74	561	169	7
129	356	0	565	2
207	302	289	259	5
159	336	283	316	5
128	128	580	289	7
0	6	463	112	7
181	301	238	276	5
127	239	217	193	4
210	320	290	313	8
74	65	461	270	7
235	295	226	247	5
0	573	0	550	2
157	227	250	160	4
201	370	213	263	8
303	388	347	332	8
270	357	299	348	8
192	314	292	301	8
182	198	282	241	5
124	166	531	278	7
245	321	308	284	8
111	53	527	252	7
117	133	130	245	1
424	472	442	604	3
196	246	250	224	5
290	272	291	338	8
160	261	317	375	5
165	252	320	309	5
599	370	256	206	6
57	88	388	269	7
181	354	230	304	5
633	158	280	227	6
169	10	559	180	7
146	271	281	297	5
184	136	524	155	7
0	0	549	242	7
174	226	530	198	7
182	137	160	513	5
130	177	179	181	1
241	313	244	249	8
78	146	475	260	7
254	283	314	283	8
177	282	295	215	4
99	249	262	253	5
110	217	515	226	7
622	196	240	261	6
407	493	450	594	3
221	244	313	260	5
265	220	314	171	4
11	0	435	233	7
119	114	640	387	7
182	252	271	172	4
168	305	284	266	5
208	262	305	143	4
168	245	266	175	4
118	217	506	124	7
34	14	529	216	7
251	301	279	277	8
238	319	353	286	8
96	114	515	298	7
42	179	521	319	7
213	293	278	310	5
160	533	213	376	2
219	239	263	0	4
114	146	0	195	1
73	140	569	278	7
636	284	508	331	6
279	290	325	263	8
465	392	361	353	3
254	318	292	311	8
633	0	0	214	6
278	115	231	208	5
147	287	257	245	5
0	66	158	263	1
353	210	241	246	8
210	330	275	335	8
183	353	277	240	4
271	213	253	293	5
128	144	558	242	7
156	292	299	290	5
187	119	553	151	7
190	202	227	273	5
155	190	211	235	5
168	222	185	182	4
217	201	272	243	5
143	0	480	126	7
125	205	507	241	7
169	57	599	321	7
231	236	272	259	5
56	31	541	186	7
259	310	299	302	8
83	177	248	304	5
253	179	617	260	7
241	249	220	236	5
87	198	586	277	7
254	294	272	286	8
214	280	288	330	5
176	147	509	240	7
108	289	230	301	5
147	290	287	264	5
205	227	205	271	5
84	0	507	230	7
113	104	577	224	7
206	193	235	302	5
180	232	283	255	5
159	0	523	100	7
60	673	0	471	2
63	218	561	204	7
111	270	287	211	4
570	697	581	447	9
640	251	278	166	6
238	288	283	318	8
226	276	283	217	4
389	421	398	561	3
161	0	589	291	7
148	64	575	222	7
132	187	196	215	1
135	43	575	250	7
198	131	246	467	5
196	278	246	324	5
171	345	302	258	8
172	303	274	307	5
652	173	199	189	6
159	243	192	227	5
576	0	191	235	6
69	232	532	222	7
126	91	386	222	7
0	63	415	156	7
101	68	489	259	7
